id,name,descr,file_format_code,model,file_txt,module_id,module_name,template_typ_code,lang_code,is_active,cr_by,cr_dtimes
1137,Modèle de courrier électronique daccusé de réception,Modèle de confirmation d inscription,txt,velocity,"Cher ${FULLNAME},
Merci de vous être inscrit sur la plateforme d'identité numérique. Votre identifiant d'enregistrement est """" ${RID} """". Les détails démographiques sont les suivants:
1. Date : ${Date}
2. Nom complet: ${FULLNAME}
3. Date de naissance: ${DOB}
4. Sexe: ${GENDER}
5. Adresse ligne 1: ${ADDRESSLINE1}
6. Adresse Ligne 2: ${ADDRESSLINE2}
7. Adresse ligne 3: ${ADDRESSLINE3}
8. Région: ${REGION}
9. Ville: ${CITY}
10. Province: ${PROVINCE}
11. Code postal: ${POSTALCODE}
12. Numéro de mobile: ${PHONE}
13. Email: ${EMAIL}",10005,Inscription,reg-email-notification,fra,TRUE,superadmin,now()
1153,Modèle pour OTP dans SMS,Modèle pour OTP dans SMS,txt,velocity,OTP pour UIN $uin est $otp et est valide pour $validTime minutes. (Généré le $date à $time Hrs),10004,Authentification ID,ida-auth-otp-sms-template,fra,TRUE,superadmin,now()
1171,Verrouillage réussi des types d'authentification SMS,Verrouillage réussi des types d'authentification SMS,txt,velocity,"Bonjour $fullName_fra,

Le ou les types AUTH que vous avez demandés ont été verrouillés avec succès.

Merci!",10006,Resident Services,RS_LOCK_AUTH_SUCCESS_SMS,fra,TRUE,superadmin,now()
1138,enregistrement Modèle de remerciement - Partie 1,Accusé de réception généré après lenregistrement - Partie 1,txt,velocity,"<!DOCTYPE html><html><head><style>body{font-family:""Roboto"";}table, .head{font-size:13px;}.demoDiv{width: 70%;float: left;}.photoDiv{width: 30%;float:right;}\n.form{display:inline-block;}.section{align:center;padding:30px;width:800px;margin:auto;}.headings{color:#808080;font-size:10px;}p{display:inline;}.dataTable{word-wrap:break-word;table-layout:fixed;width:70%;}.headerTable{width:90%;}.uinHeaderTable{width:100%;}h5{display:inline;position:absolute;}.iris{top:-15px;left:152px;}.irisWithoutException{top:-15px;left:114px;}.tableWithoutException{width:50%;text-align:center;table-layout:fixed;margin:0 auto;}.biometricsTable{width:100%;text-align:center;table-layout:fixed;}.biometrics{position:relative;}.leftLittle{top:15px;left:90px;}.leftRing{top:3px;left:103px;}.leftMiddle{top:-7px;left:119px;}.leftIndex{top:3px;left:132px;}.rightIndex{top:3px;left:105px;}.rightMiddle{top:-7px;left:119px;}.rightRing{top:3px;left:132px;}.rightLittle{top:15px;left:146px;}.leftThumb{top:-4px;left:105px;}.rightThumb{top:-4px;left:130px;}.parentStyle{top:-15px;left:152px;}.parentIris1{top:-15px;left:212px;}.parentIris2{top:-15px;left:214px;}li span{color:black;font-size:12px;} li{color:lightgrey}button{float:right;font-size:12px;border:none;background-color:transparent;outline:none;}button:active{background-color:black;color:white;}.modify{float:right;}.bottom{vertical-align:bottom;}.consent-block{font-size:13px;border-radius: 8px;margin-top: 10px;margin-bottom: 10px;border: 2px solid #E88E3F;padding-top: -50px;padding:10px;}\n.consent-text{margin-left: 7px;margin-bottom: 4px;}\ninput[type=""radio""] {display: none;}\ninput[type=""radio""] + label:before { content: """"; display: inline-block; width: 15px; height: 15px; padding: 3px; margin-right: 5px; background-clip: content-box; border: 1px solid grey; background-color: #fff; border-radius: 50%;}\ninput[type=""radio""]:checked + label:before { background-color: #FF4081; border-color:#FF4081;}\n*,*:before,*:after { box-sizing: border-box;}\n.consent-block label { display: inline-flex; align-items: center;}\n</style><script>function changeColour(element) { var div = document.getElementById(""radioId""); if(element.value == ""yes""){div.style = ""border: 2px solid #68A933"";}\nif(element.value == ""no""){div.style = ""border: 2px solid #FF0000"";}}\ndocument.onreadystatechange = function () {if(document.readyState === ""complete""){var body = document.getElementsByTagName(""body"")[0]; body.addEventListener(""dragstart"", function(event) {event.preventDefault();}); body.addEventListener(""selectstart"", function(event) {event.preventDefault();});}}</script></head>",10005,Inscription,reg-ack-template-part1,fra,TRUE,superadmin,now()
1139,enregistrement Modèle de remerciement - Partie 2,Accusé de réception généré après lenregistrement - Partie 2,txt,velocity,"<body><div class=section><div class=form><table ${AckReceipt} class=${headerTable}><tr><td class=bottom><img src=${QRCodeSource} width=85 height=85/></td><td class=bottom><p class=headings>${RIDPrimLabel} / ${RIDSecLabel}</p><br/>${RID}</td><td ${UINUpdate} class=bottom><p class=headings>${UINPrimLabel} / ${UINSecLabel}</p><br/>${UIN}</td><td class=bottom><p class=headings>${DatePrimLabel} / ${DateSecLabel}</p><br/>${Date}</td></tr></table><table ${Preview} class=headerTable><tr><td ${IsPreRegIDPresent}><p class=headings>${PreRegIDPrimLabel} / ${PreRegIDSecLabel}</p><br/>${PreRegID}</td><td><p class=headings>${DatePrimLabel} / ${DateSecLabel}</p><br/>${Date}</td></tr></table><br/><hr/><p class=head><b> ${DemographicInfo} / ${DemographicInfoSecondary} </b></p><div ${Preview} class=modify><img src=${ModifyImageSource} border=0 width=15 height=15/><button id=modifyDemographicInfo>${Modify}</button></div><hr/><div class=""demoDiv""><table class=dataTable>#foreach( $data in $demographicsdata ) #if(""""!=$data.get(""primaryValue""))<tr><td><p class=headings>$data.get(""primaryLabel"")/$data.get(""secondaryLabel"")</p> <br/><p> $data.get(""primaryValue"")/$data.get(""secondaryValue"")</p></td></tr> #end #end </table></div><div ${uinUpdateWithoutBiometrics} class=""photoDiv""><table><tr><td><p>${PhotoPrim} / ${PhotoSec}</p></td></tr><tr><td><img src=${ApplicantImageSource} border=0 width=100 height=100/></td></tr></table></div><div style=""width: 100%; height: 50%; clear:both""></div><br/><p ${DocumentsEnabled} class=head><b>${DocumentsPrimLabel} / ${DocumentsSecLabel}</b></p><div ${DocumentsEnabled} ${Preview} class=modify><img src=${ModifyImageSource} border=0 width=15 height=15/><button id=modifyDocuments>${Modify}</button></div><hr ${DocumentsEnabled}/><table ${DocumentsEnabled}><tr><td><br/>${Documents}<br/>${DocumentsSec}</td></tr></table><br/>",10005,Inscription,reg-ack-template-part2,fra,TRUE,superadmin,now()
1140,enregistrement Modèle de remerciement - Partie 3,Accusé de réception généré après lenregistrement - Partie 3,txt,velocity,"<p ${BiometricsEnabled} class=head><b>${BiometricsPrimLabel} / ${BiometricsSecLabel}</b></p><div ${BiometricsEnabled} ${Preview} class=modify><img src=${ModifyImageSource} border=0 width=15 height=15/><button id=modifyBiometrics>${Modify}</button></div><hr ${BiometricsEnabled}/>#foreach( $biodata in $biometricsData )<table ${BiometricsEnabled}><tr><td>$biodata.get(""BiometricsFieldPrimLabel"")/ $biodata.get(""BiometricsFieldSecLabel"")<br/><p class=headings>$biodata.get(""Biometrics"")<br/>$biodata.get(""BiometricsSec"")</p><br/></td></tr><table ${BiometricsEnabled} class=biometricsTable><tr><td $biodata.get(""leftEyeCaptured"") ><p class=headings>$biodata.get(""LeftEyePrimLabel"") / $biodata.get(""LeftEyeSecLabel"")</p></td><td $biodata.get(""rightEyeCaptured"") ><p class=headings>$biodata.get(""RightEyePrimLabel"") / $biodata.get(""RightEyeSecLabel"")</p></td></tr><tr ${AckReceipt}><td $biodata.get(""leftEyeCaptured"") ><div class=biometrics><h5 class=parentIris1>$biodata.get(""LeftEye"")</h5><img src=$biodata.get(""EyeImageSource"") border=0 width=85 height=80/></div></td><td $biodata.get(""rightEyeCaptured"") ><div class=biometrics><h5 class=parentIris1>$biodata.get(""RightEye"")</h5><img src=$biodata.get(""EyeImageSource"") border=0 width=85 height=80/></div></td></tr><tr ${Preview}><td $biodata.get(""leftEyeCaptured"") ><img src=$biodata.get(""CapturedLeftEye"") border=0 width=85 height=80/></td><td $biodata.get(""rightEyeCaptured"") ><img src=$biodata.get(""CapturedRightEye"") border=0 width=85 height=80/></td></tr></table><table ${BiometricsEnabled} $biodata.get(""FingerprintsCaptured"") class=biometricsTable><tr><td $biodata.get(""leftSlapCaptured"") ><p class=headings>$biodata.get(""LeftPalmPrimLabel"") /  $biodata.get(""LeftPalmSecLabel"")</p></td><td $biodata.get(""rightSlapCaptured"") ><p class=headings>$biodata.get(""RightPalmPrimLabel"") / $biodata.get(""RightPalmSecLabel"")</p></td><td $biodata.get(""thumbsCaptured"") ><p class=headings>$biodata.get(""ThumbsPrimLabel"") /  $biodata.get(""ThumbsSecLabel"")</p></td></tr><tr ${AckReceipt}><td $biodata.get(""leftSlapCaptured"") ><div class=biometrics><h5 class=leftLittle>$biodata.get(""leftLittle"")</h5><h5 class=leftRing>$biodata.get(""leftRing"")</h5><h5 class=leftMiddle>$biodata.get(""leftMiddle"")</h5><h5 class=leftIndex>$biodata.get(""leftIndex"")</h5><img src=$biodata.get(""LeftPalmImageSource"") border=0 width=85 height=80/></div></td><td $biodata.get(""rightSlapCaptured"") ><div class=biometrics><h5 class=rightIndex>$biodata.get(""rightIndex"")</h5><h5 class=rightMiddle>$biodata.get(""rightMiddle"")</h5><h5 class=rightRing>$biodata.get(""rightRing"")</h5><h5 class=rightLittle>$biodata.get(""rightLittle"")</h5><img src=$biodata.get(""RightPalmImageSource"") border=0 width=85 height=80/></div></td><td $biodata.get(""thumbsCaptured"") ><div class=biometrics><h5 class=leftThumb>$biodata.get(""leftThumb"")</h5><h5 class=rightThumb>$biodata.get(""rightThumb"")</h5><img src=$biodata.get(""ThumbsImageSource"") border=0 width=85 height=80/></div></td></tr><tr ${Preview}><td $biodata.get(""leftSlapCaptured"") ><img src=$biodata.get(""CapturedLeftSlap"") border=0 width=85 height=80/></td><td $biodata.get(""rightSlapCaptured"") ><img src=$biodata.get(""CapturedRightSlap"") border=0 width=85 height=80/></td><td $biodata.get(""thumbsCaptured"") ><img src=$biodata.get(""CapturedThumbs"") border=0 width=85 height=80/></td></tr></table>",10005,Inscription,reg-ack-template-part3,fra,TRUE,superadmin,now()
1141,enregistrement Modèle de remerciement - Partie 4,Accusé de réception généré après lenregistrement - Partie 4,txt,velocity,"<table ${BiometricsEnabled} class=biometricsTable><tr><td $biodata.get(""WithException"") ><p class=headings>$biodata.get(""ExceptionPhotoPrimLabel"") / $biodata.get(""ExceptionPhotoSecLabel"")</p></td><td $biodata.get(""FaceCaptureEnabled"") ><p class=headings>$biodata.get(""PhotoPrim"") /  $biodata.get(""PhotoSec"")</p></td></tr><tr><td $biodata.get(""WithException"") ><img src=$biodata.get(""ExceptionImageSource"") border=0 width=80 height=80/></td><td $biodata.get(""FaceCaptureEnabled"") ><img src=$biodata.get(""FaceImageSource"") border=0 width=100 height=100/></td></tr></table></table><br/>#end<br/><div ${Preview}><p class=head><b>${Consent}</b></p><div class=consent-block id=radioId><div class=consent-text>${ConsentData}</div><input type=radio name=consent id=consent-yes value=yes ${SelectedYes} onchange=changeColour(this)><label for=consent-yes>${Yes}</label> &nbsp;&nbsp;&nbsp;<input type=radio name=consent id=consent-no value=no ${SelectedNo} onchange=changeColour(this)><label for=consent-no>${No}</label></div></div><table class=dataTable><tr><td ${ROImage}><img src=${ROImageSource} border=0 width=80 height=80/></td><td><p class=headings>${RONamePrimLabel} / ${RONameSecLabel}</p><br/>${ROName}<br/>${RONameSec}</td><td><p class=headings>${RegCenterPrimLabel} / ${RegCenterSecLabel}</p><br/>${RegCenter}<br/>${RegCenterSec}</td></tr></table><hr/><br/></div><div ${AckReceipt}><p>${ImportantGuidelines}</p><ul>${Guidelines}</ul></div></div></body></html>",10005,Inscription,reg-ack-template-part4,fra,TRUE,superadmin,now()
1142,auth otp service,auth otp service for sending otp,txt,velocity,Please find the otp $otp,10001,Pré-inscription,auth-otp-sms-template,fra,TRUE,superadmin,now()
1143,auth otp email service subject,auth otp email service subject,txt,velocity,Otp message,10001,Pré-inscription,auth-otp-email-subject-template,fra,TRUE,superadmin,now()
1144,auth otp email service subject,auth otp email service subject,txt,velocity,Please find the otp $otp,10001,Pré-inscription,auth-otp-email-content-template,fra,TRUE,superadmin,now()
1145,Service d'authentification OTP,auth otp service for sending otp,txt,velocity,Sil vous plaît trouver le otp $otp,10002,Client dinscription,auth-otp-sms-template,fra,TRUE,superadmin,now()
1146,auth otp email service subject,auth otp email service subject,txt,velocity,Message Otp,10002,Client dinscription,auth-otp-email-subject-template,fra,TRUE,superadmin,now()
1147,auth otp email service subject,auth otp email service subject,txt,velocity,Sil vous plaît trouver le otp $otp,10002,Client dinscription,auth-otp-email-content-template,fra,TRUE,superadmin,now()
1148,auth otp service,auth otp service for sending otp,txt,velocity,Sil vous plaît trouver le otp $otp,10004,Authentification ID,auth-otp-sms-template,fra,TRUE,superadmin,now()
1149,auth otp email service subject,auth otp email service subject,txt,velocity,Message Otp,10004,Authentification ID,auth-otp-email-subject-template,fra,TRUE,superadmin,now()
1150,auth otp email service subject,auth otp email service subject,txt,velocity,Sil vous plaît trouver le otp $otp,10004,Authentification ID,auth-otp-email-content-template,fra,TRUE,superadmin,now()
1151,Modèle de contenu de courrier électronique,Modèle de contenu de courrier électronique,txt,velocity,"Cher $name,OTP pour UIN $uin est $otp et est valide pour $validTime minutes. (Généré le $date à $time Hrs)",10004,Authentification ID,ida-auth-otp-email-content-template,fra,TRUE,superadmin,now()
1152,Modèle pour sujet demail,Modèle pour sujet demail,txt,velocity,UIN $uin: Requête OTP,10004,Authentification ID,ida-auth-otp-email-subject-template,fra,TRUE,superadmin,now()
1154,Consentement,Consentement,txt,velocity,"Je comprends que les données recueillies à mon sujet lors de la pré-enregistrèrent par ladite autorité comprennent mon -
•                     nom
•                     Date de naissance
•                     genre
•                     adresse
•                     coordonnées
•                     Documents
Je comprends également que ces informations seront stockées et traitées dans le but de vérifier mon identité afin d'accéder à divers services, ou de se conformer à une obligation légale. Je donne mon consentement pour la collecte de ces données à cette fin.",10001,Pré-inscription,consent,fra,TRUE,superadmin,now()
1155,Modèle d'email de reconnaissance,Modèle de confirmation d'inscription,txt,velocity,"Dear ${ResidentName}, Merci de mettre à jour vos coordonnées avec la plateforme d’identité numérique. Votre identifiant d'inscription est ""${RID}"".",10005,Inscription,updateUIN-email-notification,fra,TRUE,superadmin,now()
1156,Modèle de SMS de reconnaissance,Modèle de confirmation d'inscription,txt,velocity,"Dear ${ResidentName}, Merci de mettre à jour vos coordonnées avec la plateforme d’identité numérique. Votre identifiant d'inscription est ""${RID}"".",10005,Inscription,updateUIN-sms-notification,fra,TRUE,superadmin,now()
1157,Modèle d'email de reconnaissance,Modèle de confirmation d'inscription,txt,velocity,"Cher utilisateur, Merci pour votre demande de récupération de votre UIN perdu. Votre identifiant d'enregistrement pour cette demande est  ""${RID}"".",10005,Inscription,lostUIN-email-notification,fra,TRUE,superadmin,now()
1158,Modèle de SMS de reconnaissance,Modèle de confirmation d'inscription,txt,velocity,"Cher utilisateur, Merci pour votre demande de récupération de votre UIN perdu. Votre identifiant d'enregistrement pour cette demande est  ""${RID}"".",10005,Inscription,lostUIN-sms-notification,fra,TRUE,superadmin,now()
1159,Modèle pour annuler un rendez-vous,Modèle pour annuler un rendez-vous,txt,velocity,"Cher $name,

Votre rendez-vous pour l'ID de pré-inscription, $PRID et la date et l'heure du rendez-vous, $Appointmentdate $Appointmenttime a été annulé en raison d'une urgence / d'un jour férié pour les autorités. Veuillez réserver à nouveau un autre créneau pour l'enregistrement.

Merci",10001,Pré-inscription,cancel-appointment,fra,TRUE,superadmin,now()
1160,SMS de notification UIN perdu,SMS de notification UIN perdu,txt,velocity,"Cher $!name_fr+F180a,

Votre UIN est trouvé. Vous recevrez bientôt votre carte UIN à votre adresse postale.",10003,Processeur dinscription,RPR_LOST_UIN_SMS,fra,TRUE,superadmin,now()
1161,Email de notification UIN perdu,Email de notification UIN perdu,txt,velocity,"Cher $!name_fra,

Votre UIN est trouvé. Vous recevrez bientôt votre carte UIN à votre adresse postale.

Merci",10003,Processeur dinscription,RPR_LOST_UIN_EMAIL,fra,TRUE,superadmin,now()
